1 20.000000
3 12.000000
6 13.000000
9 13.000000
12 13.000000
3 14.000000
6 15.000000
9 15.000000
12 14.000000
15 14.000000
3 19.000000
6 27.000000
9 15.000000
12 14.000000
15 15.000000
3 19.000000
6 18.000000
9 18.000000
12 21.000000
15 18.000000
3 37.000000
6 31.000000
9 31.000000
12 38.000000
15 46.000000
3 47.000000
6 52.000000
9 55.000000
12 47.000000
15 45.000000
3 208.000000
6 186.000000
9 186.000000
12 187.000000
15 194.000000
3 290.000000
6 306.000000
9 298.000000
12 300.000000
15 296.000000
3 356.000000
6 357.000000
9 355.000000
12 357.000000
15 357.000000
