10 20.000000
10 12.000000
10 13.000000
10 13.000000
10 13.000000
50 14.000000
50 15.000000
50 15.000000
50 14.000000
50 14.000000
100 19.000000
100 27.000000
100 15.000000
100 14.000000
100 15.000000
200 19.000000
200 18.000000
200 18.000000
200 21.000000
200 18.000000
500 37.000000
500 31.000000
500 31.000000
500 38.000000
500 46.000000
1000 47.000000
1000 52.000000
1000 55.000000
1000 47.000000
1000 45.000000
5000 208.000000
5000 186.000000
5000 186.000000
5000 187.000000
5000 194.000000
8000 290.000000
8000 306.000000
8000 298.000000
8000 300.000000
8000 296.000000
10000 356.000000
10000 357.000000
10000 355.000000
10000 357.000000
10000 357.000000
