5 0.028000
5 0.131000
10 0.209000
50 3.317000
100 13.727000
10 1.668000
50 39.694000
100 165.117000
10 2.365000
50 58.627000
100 237.750000
200 683.853000
200 966.385000
200 1280.085000
500 4695.804000
500 6279.162000
500 8148.610000
500 10149.376000
700 9530.085000
700 12514.355000
700 16330.096000
700 20054.129000
1000 26620.803000
1000 34032.088000
1000 41997.678000
2000 149683.591000
2000 181112.205000
